"   אשראי לציבור שלא לדיור","26.598453","26.226659","25.987027","25.372044","25.098661","24.802777","24.626143","24.396673","23.900624","23.183104","22.728475","22.352385","21.874271","21.751717","21.496767","21.28146","20.99315","17.745555","17.593744","17.466782","17.639424","17.750968","17.51003","17.264678","16.863829","16.933088","16.899616","17.144516","17.041926","17.001505","17.479886","17.347372","17.245417","17.238037","17.073257","16.94475","16.882894","16.892152","16.812909","16.825897","16.690384","16.542654","16.250693","16.146435","16.059","16.06148","15.920308","15.692018","15.31722338","15.25804688","15.15417588","14.838452","14.707782","14.600782","14.502115","14.420153","14.323899","13.906124","13.832302","13.675571","13.550769","13.45205","13.317362","13.160158","13.137202333333","13.146653666667","13.092551","13.1080569","13.0734138","13.1598827","13.0910808","13.0667709","13.098168","13.060684333333","12.969659666667","12.852654","12.825482733333","12.835490666667","12.858112","12.771335666667","12.341547333333","12.510733","12.416110666667","12.613079333333","12.474107","12.347832333333","12.364396666667","12.028185","12.031081666667","12.068551333333","12.096334","12.383217666667","12.676685333333","12.962721","12.878697","13.088487","13.004471","13.990474333333","13.917847666667","13.84503","14.046128333333","14.281727666667","14.498708","14.691518666667","13.89576689359","13.798421782942","13.690111672295","13.572753561647","13.441819451","13.482586795083","13.489425139167","13.97745548325","14.067083827333","14.087110171417","14.5955225155","14.619448859583","14.682135203667","14.72293554775","14.753344891833","14.808577235917","14.84384058","14.84197064775","14.8471967155","14.32973078325","14.332813851","14.21101791875","14.0033109865","14.01737505425","14.036628122","14.11187723","14.1423432575","14.15652732525","14.106014393","14.214493541333","14.091735689667","14.06891736","14.015502176484","13.953331053516","13.90490487","13.900962753478","14.026982636957","14.15967975","14.241620026957","14.486632024667","14.496536173","14.517481916083","14.373460955275","14.21318592","14.242159433187","14.326909696813","14.37167621","14.431407942391","14.465794674783","14.51802019","14.592139168043","14.649814791957","14.68078077","14.618564063889","14.544093426111","14.48681572","14.807373769451","14.906453720549","15.05537377","15.063838136413","15.104559502826","15.13372318","15.212323351413","15.197389678587","15.23517785","15.133758418556","14.964693351444","15.20625992","15.531166962527","16.143011127473","16.35172119884","15.943690880313","16.007715071787","16.03743024326","16.062737924733","16.091757606207","16.23491224768","15.13799891768","15.01587143768","15.11639128768","15.08412796768","15.05804615768","15.22348239768","15.10231398768","15.16815031768","15.44975680768"
"   אג""ח סחיר","39.878111798051","38.857426783487","37.974507060054","36.498049365452","36.050465786709","34.775707866394","34.804560338569","34.078084486938","33.536331553633","32.50927746413","31.978428690996","31.095219817849","30.38198974242","30.052563318925","30.015696129843","29.865728194875","29.618234268647","29.426993535716","29.334922119065","29.994163741546","29.86792167248","30.065319840609","30.653286540215","30.28020337691","29.574460902613","29.839305086099","31.133659498997","32.665383746563","34.352167343311","35.59937688062","36.898713007041","37.300038943852","38.36627152413","39.81921242206","40.938131909016","41.064712378534","42.10073361781","43.840089899709","45.135666404514","46.196864620841","45.368088095407","44.731308171921","43.714713325196","43.51642911517","43.754484671081","42.171000363821","41.648721917126","41.132257543272","40.819362119502","40.944876457222","41.194770608304","41.190490035651","42.143748454067","42.885337500472","43.581489665709","44.324096922562","44.89506470841","45.489268245451","46.528539952628","47.506896952851","48.274048718054","47.706802152079","48.370565668433","49.75281879562","48.578008287136","44.024325644185","44.40736284457","44.10848448122","44.569575611033","44.90919225248","44.778596493056","45.854176813097","47.095066363168","49.684361565246","52.046543195196","44.773363739865","48.204931710111","49.672942931096","48.744002671469","49.90521043796","50.028794852307","51.236691891051","52.660116653932","54.991403217257","52.06023845625","53.870048398215","54.004182945579","56.67261304227","55.941679692394","56.319214583913","45.547634622877","48.876610164925","51.087521736913","49.32365314173","50.466560237452","51.564044380599","55.214089334755","56.216184586497","50.539254955283","52.59807334563","51.12530376874","50.416804102868","49.630066330763","46.839529345451","48.998013010374","49.549180942121","51.673171547678","55.656300405383","51.769627108245","52.451406687755","46.987638586568","48.829594231096","49.049518164476","49.814103509941","51.994771562739","51.401381402481","52.350125556298","52.073488288804","51.017075810457","50.170196757637","51.430712471702","50.817526504427","50.197860248936","50.146564150888","48.364888552118","50.519576987372","48.265228119171","48.43129376669","48.036059723228","51.177897948962","50.584593508247","52.219919859547","52.426950966713","51.866916503924","49.332147158526","50.823087821478","48.69361778749","49.282477877853","50.647028618758","49.543524853269","51.790524622319","54.938079831726","53.566564295707","58.478193789412","62.140252226589","62.588860246683","64.255458724615","65.140649650949","62.552631734982","64.378990079577","65.753879149615","64.413794084278","64.356812372062","64.796793446768","62.828823112577","60.713941906431","61.577409989115","62.506868530415","64.806892867924","64.090298616177","62.29273339963","67.287737923879","67.169770208595","69.658397844765","71.101974573644","68.217934205288","66.736029741633","66.03939271076","64.117914863715","64.152701046811","64.094621629526","60.869139517114","61.407612982984","60.558664736527","61.482166190062","62.436216377652","57.482505767202","60.664283858483","60.92051659515","61.310519036134","62.264989085332","57.983304759807","57.947648456042","58.47968887387","59.035392346882","62.764533910504","66.091444647122","67.29805877049","66.47416952523","67.77598970014"
"   סה""כ למוסדיים","212.65292420164","213.77794072398","214.40927135239","214.28683529656","215.92523963179","217.33727420946","219.71896405953","219.55005240805","221.09809839418","220.49151202321","220.45818718901","222.31403959023","219.04388145134","219.88443619696","219.16441446038","219.88386785292","220.97329364582","226.45481588493","226.54824080733","228.95048135761","229.83393168985","232.38205449787","235.30082836842","235.73448543285","236.92207453309","237.68060720054","241.21418015317","244.12756442422","247.36279956141","252.16799835883","253.89834602647","256.67352469838","259.06961309787","259.62225308145","261.38197704822","262.74007231781","264.99214661845","266.3421393948","267.83384591855","269.20931127725","271.33950819355","272.10921066756","270.95926592093","273.90664515722","276.80568208891","273.78242461367","272.95814222683","272.77517833223","271.01211646779","272.06734154401","273.79013171939","274.47746102917","275.70524719923","277.41140887996","276.5849714008","277.34266847691","276.95160845105","277.31159631709","278.23966978716","278.70303672053","277.97818952947","276.45170711247","273.07947673342","281.46694236906","278.5637948413","277.23765913657","276.70055613865","274.91244496603","276.19603552701","274.70263393874","272.61620604906","274.9904943607","274.87796819141","274.16420288426","273.4728780579","265.45549121183","270.17988847635","271.9276382073","270.31666364323","269.77719615811","269.41505860655","270.43460816567","267.07025390048","264.68799176393","260.85641190365","259.61543637359","257.20865364076","251.07648862918","251.26328719378","251.35284950382","244.17347973882","242.54849852538","241.20857429447","241.43502579104","243.84501327512","245.17693964474","245.74086335534","245.60914561768","244.47561947099","246.36484982301","249.30040445873","254.02608297636","256.95655709231","260.849189383","258.39431642624","265.69187381157","263.16695706345","269.00279856419","270.85371321845","271.75534115739","265.02614140819","270.90920621241","270.54916182542","270.98636350061","271.46556801989","273.87169451579","271.32524000269","278.63066575329","279.08469472251","280.00935558452","281.08865801448","280.07462510425","281.09138338987","281.96172237293","285.22496344413","287.44526157848","286.04772102971","287.28523746624","288.75022851992","290.0089607545","293.57403297144","297.06987241289","299.26261417427","303.48004978756","305.66682203112","304.7865118926","306.49224634143","310.38496584586","311.79816385825","312.53688845905","308.987549154","310.39837091738","312.45891095725","313.67807856681","312.26956101345","314.89137593218","318.64767287316","322.92784659463","326.33073668494","328.54642935277","329.48011464287","331.36855151009","334.748935856","340.12232127819","342.15213689852","345.46148389789","346.79048744166","348.12277019153","350.43519851794","352.10426530501","355.2036692979","358.12164935339","360.56309558069","365.17303759896","371.64239871913","372.09663271635","374.30256744287","379.66538084758","380.4204143761","383.84625630466","385.05465141046","385.61248712999","389.01112971486","389.09542530473","387.76012661842","392.82300001207","391.06593112624","389.80464682629","390.37867066467","392.61244539126","395.64683522162","397.03565671877","396.5822031026","395.33017266165","396.47640055313","397.49230654883","398.80319620691","400.95305312939","404.6393013373","403.87874911479"
"    הלוואות","9.40698","9.635914","9.732696","9.970145","10.100668","10.253692","10.308768","10.395378","9.691427","9.256999","8.511628","7.687718","6.850876","6.77593","6.83338","6.770693","6.861503","9.911598","9.830398","9.75986","9.389718","9.512271","9.555709","9.603561","9.65396","9.443031","9.334843","9.202777","9.163697","9.062458","8.844148","8.834992","8.795287","8.763115","8.786225","8.773072","8.795395","8.786137","8.86538","8.974545","8.780058","8.597788","8.433697","8.537955","8.62539","8.705304","8.469806","8.321436","8.0542395","7.973496","7.937457","7.889486","7.880236","7.847326","7.828572","7.773034","7.740888","7.67331","8.038332","7.995763","7.979896","8.012717","7.906807","7.154613","7.087407","7.101694","7.213735","7.189579","7.327672","7.142353","7.27395","7.293055","7.302253","7.154862","7.156712","6.867243","6.8263346","7.041147","7.076846","7.071867","7.3782","7.277859","7.415221","7.260992","7.442704","7.373912","7.162281","7.303426","7.360695","7.383401","7.415784","7.484732","7.547086","7.616882","7.625507","7.340318","7.348935","6.199075","6.107845","6.016806","6.08256","6.113803","6.163675","6.024235","6.773138","6.623968","6.385763","6.156596","5.941015","5.839391","5.771696","5.222809","5.236324","5.319441","4.914172","4.998719","5.044516","5.112189","5.087593","5.038164","5.008714","4.920765","4.82572","5.253367","5.327135","5.525772","5.81033","5.839777","5.864045","5.812057","5.812022","5.808019","5.868713","5.660359","5.683242","5.575688","5.631395","5.693702","5.74442","5.739551","5.60472","5.463496","5.543275","5.389472","5.379693","5.343389","5.42142","5.424657","5.425956","5.371583","5.357089","5.387021","5.442288","5.477349","5.478662","5.493487","5.537953","5.459547","5.399381","5.316036","5.091075","5.090173","5.03685","5.051787","5.034477","5.029064","4.938019","4.940588","4.890355","4.757466","4.704517","4.228642","4.21502883","3.924135","3.917957","4.350486","4.31095049","4.305734","4.286785","4.264124","4.12733804","5.114584703","5.127045517","4.916859","4.97912232","5.03520413","4.89976789","5.0209363","4.95509997","4.67349348"
"    אג""ח סחיר","82.954726201638","82.694294723981","83.413241352394","82.976672296558","83.790843631788","83.551207209457","85.455476059534","85.110607408054","86.114851394177","85.586949023208","85.534857189013","85.632534590225","88.345341451341","88.850707196957","88.379106460382","88.257202852922","87.674527645819","87.788774884932","87.866202807327","89.347047357614","89.446985689851","90.369385497869","92.15515686842","91.456920432847","94.579521533093","94.071890200537","95.440593153173","96.477202424219","98.10288856141","99.985482358829","101.18064102647","101.76313669838","102.79209109787","103.32899008145","104.27614804822","104.54432631781","108.90796761845","110.13867273147","110.95352192188","111.10935794725","111.66359253022","112.3976316709","112.12587159093","113.45911282722","116.48864875891","113.22334128367","112.83522123016","112.41257966889","112.67497563779","114.25233054734","116.54721905606","117.15313569917","118.40508886923","118.83848654996","119.4771760708","120.63553448025","120.95386378772","121.58251898709","122.62286279049","123.5290480572","123.78032619947","122.55642378247","120.56923940342","129.72754403906","127.1791975113","125.26532380657","125.45973880865","123.76387863603","123.98794319701","122.79193260874","120.68383871906","122.3061210307","123.30139686141","123.45372455426","123.5587607279","115.12894288183","119.62532654635","120.3557758773","120.05159431323","119.99069282811","119.59905527655","120.94596383567","119.37897357048","118.42476943393","115.58230226245","114.95321410139","113.02456923476","107.68829885818","107.47842921168","107.13191010822","101.13520285382","98.747955142576","97.944911852365","96.129902753436","99.573393969823","101.35229614614","102.47596963954","103.25254753078","102.74363838789","105.23296945471","107.87990940723","111.01678902251","114.30535568001","118.5583397542","115.79947917574","121.09778237887","119.25658573065","125.56874567819","129.79431528005","131.69998549959","126.05251449549","132.92920280341","131.79784097042","130.95862650051","132.59240167839","133.78644050229","132.28695235279","136.51648805529","137.37680199131","138.17119485802","139.43291428558","138.99412514755","140.93648163677","141.81837222653","144.38952576163","145.72127818498","145.25721954251","146.50102592214","147.08439983462","148.0851405386","150.91569335364","153.48479098189","156.56746338587","160.08065459936","162.03687425492","161.013453996","162.42694897823","165.60704897866","168.05076421115","168.72769396645","165.726964059","167.24661601768","169.88001176945","170.88001550621","171.15738502715","174.30420447838","177.25701638736","181.45959974243","184.03509015784","185.13100763917","187.67267969867","190.62192697219","193.1794000469","196.22563669819","197.46721423752","199.86094238929","201.14348386226","201.04981029993","201.39500405704","201.66566057731","204.0490342156","205.25224662039","206.86963878269","210.27261597846","215.74580808683","215.40397832865","216.45962624217","219.36780454478","219.894880552","221.56918866926","222.43688659926","222.12957886679","222.94420937626","222.13359003993","220.69486650092","223.07676892027","219.83901802324","217.24222250149","215.83452117567","216.52654294106","218.61615437942","217.60349410207","217.1266137192","213.59943969435","210.67915028283","209.05910266453","210.93620976361","212.94774360309","216.035321397","216.32169003849"
"    אג""ח לא סחיר","120.291218","121.447732","121.263334","121.340018","122.033728","123.532375","123.95472","124.044067","125.29182","125.647564","126.411702","128.993787","123.847664","124.257799","123.951928","124.855972","126.437263","128.754443","128.85164","129.843574","130.997228","132.500398","133.5899625","134.674004","132.688593","134.165686","136.438744","138.447585","140.096214","143.120058","143.873557","146.075396","147.482235","147.530148","148.319604","149.422674","147.288784","147.41732966333","148.01494399667","149.12540833","150.89585766333","151.11379099667","150.39969733","151.90957733","151.69164333","151.85377933","151.65311499667","152.04116266333","150.28290133","149.84151499667","149.30545566333","149.43483933","149.41992233","150.72559633","149.27922333","148.93409999667","148.25685666333","148.05576733","147.57847499667","147.17822566333","146.21796733","145.88256633","144.60343033","144.58478533","144.29719033","144.87064133","144.02708233","143.95898733","144.88042033","144.76834833","144.65841733","145.39131833","144.27431833","143.55561633","142.75740533","143.45930533","143.72822733","144.53071533","143.18822333","142.71463633","142.43780333","142.21078533","140.27605933","139.00223033","137.8314056412","137.2883102722","137.021803406","136.084763771","136.4241629821","136.8375383956","135.622492885","136.3158113828","135.7165764421","137.6882410376","136.6461123053","136.4843254986","135.9159587158","136.1575230869","135.6241360831","135.1150743683","135.3379350515","136.89549095385","136.4875264123","136.2666146288","135.8216992505","137.9701234327","137.5246083328","137.277456886","135.1183829384","134.2159646578","133.2019309127","132.757194409","133.514996855","134.7082960001","133.9589943415","135.0865350135","133.9937716499","137.001988698","136.6202997312","136.7999967265","136.6470297289","136.1597349567","135.3291817531","134.8899831464","135.5083026825","136.1982113935","134.9801714872","134.9444345441","135.8017836853","136.1117632159","136.8463176178","137.777062431","136.8264377884","137.7390361882","137.9467057762","138.1973698966","138.4339023632","139.0842148672","138.0029796471","138.0696434926","137.655865095","137.6882588997","137.0356241878","137.4085910606","135.7324829863","135.2437824538","135.9692364858","136.0435898522","136.8696905271","138.0438387136","136.4503459442","135.3596035379","136.1272478091","138.41933558","139.206260661","140.1070545086","140.1090505794","141.6134128916","143.6408134609","145.1225687277","146.0635600823","147.779229733","148.656606798","149.8486346205","150.8621136323","151.6635903877","152.9049222007","155.3569883028","155.6351788241","157.5196016354","157.9132478112","159.2542662632","161.8518915086","163.0377002648","163.1473031175","165.3957450918","166.915962613","168.2566903248","170.257364489","171.8217784502","172.9033428022","174.3175779137","174.3285438664","176.8138739673","180.8181279503","183.3979997543","182.9672185533","182.9843732263","183.6488799703","182.8835655963"
"התחייבויות עתידיות לקרנות הפנסיה4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.852342057","72.092516208","73.199022916","73.914037161","74.736554246","74.373646463","75.597052631","73.5390969","71.056406755","67.664911274","76.723857905","75.741208264","80.373484049","78.524793992","78.96312781","77.500703698","76.847819909","77.785083115","79.200143816","80.373808578","81.194705181","82.56727169","79.629921565","80.317380095","81.197618279","82.609232655","82.863594123","84.376397128","86.244090777","87.619174867","91.090694218","90.341122115","93.747533963","92.203769531","87.782074446","104.103406757","103.035039089","100.747411421","101.564","103.00606841","103.041088937","104.477131158","107.856281127","108.250413115","109.873405","107.73648816","107.329226573","108.911056814","107.89247841","107.77000403","108.650947685","109.703953197","109.289014918","112.68809914","112.701541205","113.773359493","114.257560648","115.458975988","117.835785174","114.68700292","114.386634545","114.535688622","117.495560712","117.619916749","115.896961396","116.444729025","116.589551939","116.220089298","117.28429354","124.382602574","122.982383495","122.726605113","124.949441845","125.674578927","126.806937267","133.589696693","134.967335576","136.463025871","141.196498611","139.730193176","145.479577302","143.31015351","139.175483195","146.883206896","154.722509128","157.78085538","161.959583135","151.743088791","138.499532419","138.448072337","141.934489359","139.346500476"
"סה""כ חוב למגזר הפיננסי","279.12948899969","278.86202650747","278.37080541245","276.15692866201","277.0743664185","276.91575907585","279.1496673981","278.02480989499","278.53505394781","276.18389348734","275.16509088001","275.76164440807","271.30014219376","271.68871651588","270.67687759022","271.0310560478","271.58467791447","273.62736442065","273.47690692639","276.41142709916","277.34127736233","280.19834233848","283.46414490864","283.27936680976","283.36036443571","284.45300028664","289.24745565217","293.93746417078","298.75689290472","304.76888023945","308.27694503351","311.32093564223","314.681301622","316.67950250351","319.39336595724","320.74953469635","323.97577423626","327.07438129451","329.78242132306","332.2320728981","333.39798028896","333.38317283949","330.92467224613","333.5695092724","336.61916675999","332.01490497749","330.52717214395","329.5994538755","327.1487019673","328.27026488123","330.1390782077","330.50640306483","332.55677765329","334.89752838043","334.66857606651","336.08691839948","336.17057215946","336.70698856254","338.60051173979","339.88550467339","339.80300724753","337.61055926455","334.76740440186","344.37991916468","340.27900546177","334.40863844742","334.20046998322","332.12898634725","333.83902493804","332.77170889122","330.48588334212","333.9114420738","335.07120255458","336.90924878284","338.48908091976","323.0815089517","331.21030291979","334.43607180506","331.9187783147","332.45374226274","331.78540079219","334.18203305672","332.14648122108","332.29247431452","325.3907573599","325.83331710514","323.577233253","319.77728667145","319.23604855284","319.74061542106","301.8174483617","303.80832635697","304.97278136471","303.72139993277","307.19027051258","309.82947102534","313.95942369009","315.81580453751","308.93272209294","312.80795316864","314.4718365608","318.7246147459","321.08533142307","322.38023739512","321.28809633021","329.03947653664","328.53024028343","338.23185253122","336.0651597777","337.68933464023","325.50320513392","333.71625592676","333.66576381723","334.88757718197","338.05586209813","339.89252477785","338.35750076265","345.42708958985","344.8551154248","344.98812957808","347.36321106618","345.73412225643","346.13644035431","346.43801730707","347.92266584725","352.1758564846","348.31626013538","349.73390628718","350.82291636515","355.29873593346","358.30096973719","363.44631959769","365.79557953398","369.56145983281","369.09070487931","369.67851707407","369.20136630541","373.62077477723","376.35009734701","375.9813760658","374.80505641328","379.49613049911","380.26709527992","386.64290438089","388.90634941304","391.99771809494","397.27659255305","402.28168216558","403.12552785311","407.25232912916","409.60567000249","410.21375353676","413.57154290285","419.43713491496","419.57309917914","420.82524059628","423.04867820077","425.24820278583","429.78618481198","430.68137964119","432.30377646698","440.31584099781","442.78823955929","449.89527358014","457.8489327956","455.44829010163","456.25092053591","460.90216323693","459.77350708981","463.13271577003","464.11396639143","461.68788656711","465.94990966037","465.79710116873","465.59401400732","471.20290727004","464.55615196523","466.50636092803","467.36192518455","470.01472203361","474.14673655463","470.15696039626","469.54572299633","468.9262528232","470.59592086769","475.31488661702","480.11812325172","483.35342588755","486.28162118021","487.10449562261"
"   סה""כ חוב לתושבי חוץ","115.73581046149","113.76636211827","112.3242913146","113.82673267015","114.22245401788","117.44422467674","114.41248386529","114.53224816067","111.90473748535","112.13470154616","114.71321300606","112.7773558632","111.37344247008","114.37623760926","113.55849068807","116.08991495216","114.75145801953","113.83281897659","113.87644249262","115.27456878506","117.4054941852","120.92705035707","118.81334096444","115.67978867788","119.46484348506","124.69007980505","126.48773792031","127.60933432013","134.04569973362","135.25174919135","132.02325690878","130.43967551624","129.27875835953","136.15989124806","133.20708650459","128.35858688614","129.94583186587","131.46670466825","130.58613376667","128.41336765236","123.99072728302","119.38740086937","120.89732392821","124.09513265174","123.69974244845","129.13016474505","130.90945858671","128.44913239121","129.79287072117","133.95341170174","133.14013724236","136.18992402271","142.80642336237","138.73099632895","135.40385839129","136.84045031297","137.17222505742","136.15736886102","137.1843834163","136.75103695163","134.03336836938","136.65088032317","136.93469762319","136.40743851193","135.15656123904","136.65612385833","141.3189091715","140.79538439889","140.80654791512","142.40791765741","147.54800566954","146.72704002672","141.09857734172","144.26762705555","145.24139163525","143.79780036294","140.36746241846","139.59022733826","135.20054229641","133.76686887376","131.73176282292","128.5567650991","130.10923759223","134.62377986598","139.15544051548","139.3770386175","138.24381891115","138.19417188213","133.4499877989","131.1031694272","137.76261683804","139.60780511231","132.22231530334","129.90125270744","129.99653756967","123.82921305722","121.22386601359","113.57411407691","112.58863080423","110.35552992388","106.09880910268","97.960877957602","100.08020547242","103.09511864902","104.3952519887","99.794211490227","106.88586577391","108.79754059729","105.57259147374","112.95445120677","112.07380973129","116.44385710847","116.0012680989","109.93162369824","109.34161810224","104.98678831702","106.19248234679","106.05308845028","106.42516321859","108.67247372148","108.26329409799","108.58552708847","109.48529831225","108.93359261392","109.27359028149","109.0493399782","108.22358442982","106.39176424494","106.64188775302","103.1090940792","103.72706445848","102.74941423551","99.287954012889","106.523521121","103.8761119375","101.93856317349","95.740571968712","96.822202582367","96.497532389014","102.89626290644","109.49351120351","113.94509961345","112.14260317323","116.42274612774","117.29979414171","120.7346281957","119.73218516464","114.56906605401","114.30339833102","113.20132176262","113.57455647609","115.0440748117","115.34267465964","112.81585965687","113.39500819877","112.3932001476","110.25775342695","117.20858221146","116.92831227092","112.83659472545","112.45643912377","113.57966306614","108.39884308476","106.31646724896","105.92826729195","99.312275326699","99.052342797037","99.487760663545","97.239908009953","101.0956064989","98.841367867714","97.882028081005","96.714764962499","97.539823385854","96.163844586522","95.510920133378","101.03821510325","103.13517841046","103.42527341465","105.23529354372","104.86504947572","102.96212781691","103.66383788329","104.41535773943","102.75382610479","102.22080818369","100.57970603733","99.405550666875","103.04990011305","103.78884535202"
"    הלוואות","16.479328262","15.866709508","15.504382656","15.289153704","15.047689185","15.527984032","15.134932356","14.900891265","14.36911476","14.321689632","14.49186963","14.36209142","14.414158098","14.585278953","14.377098112","14.342492032","14.158206937","13.896848796","13.779190285","13.912752693","15.140128486","15.365219545","15.014691366","14.684950047","14.991953472","15.503130162","15.425365311","15.571323012","16.420399128","16.579495128","15.935284439","15.372258174","15.20249042","15.862211789","15.484234405","14.976047573","15.476792718","15.673089034","15.52140824","15.176538809","14.624340918","14.388031481","13.519189376","13.778140668","13.582002192","13.852482666","13.967299024","13.859905728","13.381685383","13.478740222","13.33145619","13.43369304","13.523308932","13.441363165","12.844488795","12.83975572","12.73761232","12.704843034","12.81364316","12.592612764","12.258831876","11.459813715","11.31377833","11.253015375","11.273785076","11.12085696","11.10013746","10.953232294","10.840734","10.934531388","10.955475316","10.879940087","10.419313976","11.229958226","11.09288908","11.083643475","10.816345593","10.875896766","10.3281948","10.199386248","9.016617504","8.897830902","8.864955456","8.846258921","8.58549575","8.56395042","8.391457617","8.31291681","8.125228608","8.028852037","8.295756098","8.44033995","7.925985708","7.964103488","7.829276634","7.59619603","7.430764296","7.00592875","6.985128685","6.964256618","6.656865147","6.243498474","6.363480376","6.56234602","6.498836776","6.166068557","6.420995607","6.62620336","6.511377438","6.727253865","6.706742526","7.484232408","7.416825778","7.134132722","7.162007771","6.92893485","6.88567669","6.890131406","6.874142252","6.989767056","7.3662179","7.17367154","7.1016517","6.409551398","6.37189952","6.320005727","6.122534875","6.152827977","6.029359919","5.904457935","5.891770764","5.635373032","5.397159495","5.90218706","5.70874286","5.570727844","5.53478702","5.489655451","5.368636125","5.36228364","5.515049436","5.578092928","5.47818812","5.583868743","5.440079972","5.665081344","5.705930622","5.61108399","5.61651375","5.5863114","5.579239601","5.598661852","5.626415128","5.571736416","5.512181444","5.38047819","4.690697417","4.740260112","4.5481401","4.40439456","4.378020318","4.444714377","4.27124799","4.229771674","4.210620804","4.171852593","4.160277927","4.12599668","3.99692592","3.963013626","3.924011784","3.928269389","3.894959092","3.82578735","3.674974464","3.597075864","3.634586016","3.648173265","3.711752088","3.751041614","3.570697017","3.269060856","3.257422542","3.18287764","3.143023884","3.079528512","2.921144605","2.889394872","3.02512536","3.021780979"
"    אג""ח סחיר","62.276027251493","61.50938186227","60.950091570604","62.575168900151","62.677810542878","64.190747348738","62.659286797287","62.76935857067","61.257136481354","60.797720770155","62.111154581063","60.600459022204","59.848061779081","61.500677977264","61.070184096065","62.325741736155","61.460367813533","60.858058412592","61.323526237619","61.938630074065","62.259510281196","63.807358117071","62.566994364436","59.932571334884","62.515780701063","65.268466749046","66.653954807306","67.574298352126","70.744983198619","70.82032792335","69.690438235776","69.21613400024","68.21838691953","71.616583973065","69.844980269589","66.587348791144","68.224590384873","69.657002875587","68.530256233339","66.982691860358","64.909679080354","61.88508842304","64.200491290209","65.794688589741","65.402636554455","71.373394720045","72.038759935376","69.830922238538","72.344423554167","74.760609508411","73.584280370695","76.121564816711","81.363280896374","79.428813748954","78.70276483929","79.042715437638","78.516453674752","77.464236449021","77.860196556962","78.893911016961","78.293496619376","81.242941675173","81.26423042119","80.193660939934","80.322279826037","81.139213780331","84.694473357503","84.475021806894","84.095404505124","84.68256513741","89.195226911537","88.396808793724","85.637435666719","87.500358037549","87.920168299255","87.306668917943","85.14275097546","84.158060062263","81.091169946413","80.196550595758","78.963436880924","77.833702007099","78.991470650232","84.041581826976","88.893961095481","88.516671087504","87.457499668148","87.830506547127","84.290888640905","83.698171616198","88.114354115037","89.030001617313","84.497746025345","82.736344631444","83.434959687674","78.865240847222","76.462652051591","71.521924656909","70.516361304229","69.398799593882","67.418879429575","61.877921861952","63.634279820421","65.475825089015","65.9881259907","63.175488823227","67.858261910911","68.970979977291","67.337783329739","72.338647551766","70.477744581293","73.762197088467","73.501453779898","69.483062084242","69.058478006235","66.034141717018","66.994356707786","67.494268523281","67.971316563591","69.594820716482","69.06341864699","70.294621622468","70.695221056251","71.613350305918","72.016357493487","71.712084100205","71.196435619824","70.368571500937","70.682877957022","68.551176650196","69.554068210475","68.805251187512","67.145098253889","72.778827071005","70.837952215498","69.971673857491","64.440685803712","65.428215031367","65.498880059014","71.933923636441","77.493966047509","80.930376735449","80.292853971227","83.27072867274","83.967236877709","87.781876337696","86.513684820643","81.812075859014","81.422828701022","79.679005452617","80.350989607086","81.367519521705","81.529090835641","79.966100010866","81.09971086677","80.823939627597","80.25845668395","87.473302833463","87.779267668918","84.672856381447","84.720660257769","85.435280028138","81.186606402761","79.469873160964","78.865074675955","72.716230751699","72.892948397037","73.468999986545","72.008723069953","76.924699342903","75.185376219714","74.540911370005","73.791153930499","74.658477385854","74.008595598522","73.615369817378","78.577672943254","80.548951440459","80.52293505465","82.511835431724","82.510622462718","80.752923504912","81.513101255293","82.442155839428","81.46791302779","81.088329047689","80.226778134328","79.127864887875","82.10364070305","83.011315301018"
